,title,names,text
0,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Sitoh Yih Pin (Potong Pasir),"Mr Sitoh Yih Pin (Potong Pasir): Mr Chairman, I beg to move,"
1,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,That the total sum to be allocated for Head W of the Estimates be reduced by $100.
2,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Sir, before I begin my speech as the Mover of the amendment for the Committee of Supply for Transport, I wish to extend, on behalf of myself and all hon Members of this House, our most heartfelt and deepest condolences to the families of Mr Nasrulhudin Najumudin and Mr Muhammad Asyraf Ahmad Buhari. Our hearts, sympathies and thoughts go out to their respective families in their grief during this difficult period."
3,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Sir, the tragic loss of lives in the SMRT accident provides us with a stark reminder that the safety and well-being of both the employees and consumers of our public transport system are paramount. This is especially so, as the MOT embarks on a comprehensive and ambitious plan to achieve the vision of providing Singaporeans with a modern, state-of-the-art, efficient and effective public transport system."
4,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"As we set out to achieve this, we should be mindful that necessary safety precautions and protocols are considered and implemented in tandem. We must ensure that all safety protocols are followed and strictly adhered to. If there is a lapse in any way or form, immediate corrective measures must be taken with utmost priority."
5,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Only then, can we have a 21st century public transport system we can truly be proud of. As the accident remains subject of investigations, I shall not comment on it any further."
6,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Sir, I move on. As I alluded to earlier, the MOT has a comprehensive and ambitious plan to transform Singapore's transportation sector. Minister Heng had said, in his Budget Statement, that our estimated expenditure for Transport in 2016 at $10.1 billion is approximately five times more than what it was 10 years ago."
7,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"A quick look at key upcoming projects reveals the reason why. Changi Airport Terminal 4 and Jewel Changi Airport are on track to commence operations soon. Terminal 5 and our third runway are off the mark. Pasir Panjang Terminal Phases 3 and 4 will grow our seaport capacity by more than 40%, come end-2017. There will be an MRT extension or new line open almost every year for the next five years, adding 30 more stations to our MRT network."
8,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The Bus Service Enhancement Programme will continue. The Walk Cycle Ride SG initiative and the proposed North-South Corridor for commuters, cyclists and pedestrians will change the transportation lifestyle mindset of Singaporeans."
9,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Amidst this backdrop, however, is also LTA's and Intelligent Transportation Society Singapore (ITSS)' Smart Mobility 2030, which maps out Singapore's Intelligent Transport System Strategic Plan. The plan is to leverage on technological advances to improve connectivity and efficiency in our transport system. Sir, there is no doubt that these are must-haves and the changes are necessary.  "
10,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Locally, Singapore is restricted by its physical size. The demographic and size of our population is changing. The transportation industry is changing. There is a new emphasis on green technology which includes vehicles with less carbon-emissions, hybrid and electric cars, even driverless cars."
11,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I spoke earlier of the dichotomy of being efficient and effective. I explain. Being efficient is about doing things right. Being effective, however, is about doing the right things. Singapore is renowned for being efficient. We plan, execute and implement projects and plans exceedingly well. But let us pause and consider if we do it in an effective way."
12,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I raise three points for discussion. First, are Singaporeans adequately prepared to accept this changing transportation model? The ownership of cars is a norm in many countries. In Singapore, this is clearly unsustainable. Our population has grown significantly over the years and we expect it to grow more. Similarly, the number of vehicles has also grown. But the land we live on cannot. We have tried with land reclamation but we are clearly limited by what we can do."
13,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The transport infrastructure model that is before us is clearly an efficient solution to this problem. It makes the best use of what we have, the best use of what modern technology can give us and plan it in the best way we know how."
14,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"But to make this transport infrastructure model also the most effective solution, the population that lives in this model must also participate actively and make the best use of it."
15,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Second, we are an ageing population. This is an issue close to my heart. In Potong Pasir, a significant proportion of my residents are elderly. The elderly are physically more constrained than the young. As such, we must be sensitive and aware of their travel needs."
16,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I explain with an example. There is a new housing development now being built in Potong Pasir. The land it is on is directly next to Potong Pasir MRT station. During construction, the developer blocked off the most direct walking route that my residents take to the MRT station. The developer was required to build sheltered walkways along the perimeter of the land to facilitate our residents' needs. I remained deeply concerned. Yes, sheltered walkways are good but it is now a more circuitous route. A five-minute walk has become 15 minutes. For a young adult or even a not so young adult like me, we can manage. But for an elderly person, this extra 10 minutes of walking can be a torturous and excruciating exercise. I raise the example to show that a truly efficient and effective transportation model must be convenient and accessible to all Singaporeans and not just the able-bodied majority."
17,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I therefore read with great pleasure of LTA's recent plans to introduce priority queues for the elderly, disabled and others at MRT stations and bus interchanges. This is exactly the type of programme we need to make our transportation model a successful one."
18,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Third and lastly, reliability. Reliability of our public transport system, especially of our MRT system, has been an issue raised on many occasions. Improvements have clearly been done. But with the rapid expansion of the MRT lines or of a new line or extension every year for the next five years, is this a case of biting off more than we can chew? Are we equipped to ensure reliability across the entire MRT system while expanding its capacity at the same time?"
19,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Sir, a majority of Singaporeans take one form of public transport or another in their daily lives. We hope that more will do so. The Ministry of Transport has an impressive plan and is building a transportation model to facilitate and allow more Singaporeans to do so. However, as we efficiently go about planning and implementing this model, we should keep in mind other factors that could affect the ultimate effectiveness of the model."
20,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,I invite Minister to share with us any of the Ministry's current and/or future plans to address these issues.
21,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Er Dr Lee Bee Wah (Nee Soon),"Er Dr Lee Bee Wah (Nee Soon):  Chairman, the expansion of the MRT network in recent years has brought about many spanking and beautifully designed stations. These stations are spacious and brightly lit with futuristic designs and decorated with art work. Some of the larger stations house a generous array of shops and eateries. By contrast, older MRT stations like Khatib are comparatively shabby and look worn out after years of heavy usage by an increasing number of commuters. I am pleased to note that there are plans to upgrade 17 stations by 2018, and to find Khatib among the list."
22,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I would like to ask the Minister what can my residents look forward to after the upgrading. Will the overcrowding at the platform be resolved? Will it shield my residents from hot morning sun? Will it cover my residents' bicycles from rain and shine? Will it be more elderly friendly with the provision of more seats, brighter and bigger signages? Will there be beautiful artwork display perhaps to cool them down when they cannot squeeze into the overcrowded train and have to wait for the next train? Will it be more friendly for handicapped residents, especially the visually handicapped? Perhaps numbering of bays with protruded numbers or letters will help tremendously. I am sure my favourite compassionate and Mr-Fix-It Minister will help us."
23,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Dennis Tan Lip Fong (Non-Constituency Member),"Mr Dennis Tan Lip Fong (Non-Constituency Member):  Two years ago at the Committee of Supply debates, my colleague Mr Png Eng Huat spoke about the reliability of our train services. Two years on, the regularity of train disruptions, the reliability of our MRT system remain a disconcerting issue. In the past 13 months, we have seen at least 50 incidents of MRT disruptions reported and almost half of such delays exceeded 30 minutes. There were 14 major MRT disruptions last year, up from 10. The most recent major one was a four-hour disruption on the East-West Line on 19 March. Just last Friday, there was another train fault on the Circle Line."
24,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"In December 2015, the LTA started a new method of measuring service delay. Last week, LTA reported that the average distance clocked between overall breakdowns had increased. This was cited as a statistics for rail reliability."
