,title,names,text
0,DEBATE ON THE PRESIDENT'S ADDRESS,,Debate resumed.
1,DEBATE ON THE PRESIDENT'S ADDRESS,Mr Ong Teng Koon (Marsiling-Yew Tee),"Mr Ong Teng Koon (Marsiling-Yew Tee):Mr Deputy Speaker, I stand in support of the motion. We all can see that the only way for a space-constrained environment like Singapore to continue to function effectively is to go for a car-lite strategy, and it is laudable that we have taken significant steps in this direction."
2,DEBATE ON THE PRESIDENT'S ADDRESS,,"However, the infrastructure required for Singaporeans to truly live in a car-lite way, such as a much denser network of MRT stations, or even the advent of autonomous car sharing schemes, are still years away."
3,DEBATE ON THE PRESIDENT'S ADDRESS,,"In the meantime, we continue to grapple with the issues around cars and car ownership. Coming from a district that is located far from the CBD, this is an issue that is top of mind for many of my constituents"
4,DEBATE ON THE PRESIDENT'S ADDRESS,,"Today, I want to focus on three aspects:"
5,DEBATE ON THE PRESIDENT'S ADDRESS,,"Number one, for a given number of cars in Singapore, as determined by COE quotas, how can we improve the allocation across households? Number two, how do we improve transparency and avoid people over-paying for cars? And number three, how can we move away from fossil-fuel burning combustion engines towards more sustainable alternatives, such as electric vehicles?"
6,DEBATE ON THE PRESIDENT'S ADDRESS,,"To briefly recap the current situation, as of 2015, we have about 540,000 passenger cars registered in Singapore. From the data, approximately 45% of households own at least one car, while 8% of households own more than one."
7,DEBATE ON THE PRESIDENT'S ADDRESS,,"My question is this: should we institute measures to spread car ownership more evenly, allowing more families to own their first car, rather than having a significant portion of cars owned by families with multiple cars?"
8,DEBATE ON THE PRESIDENT'S ADDRESS,,"We all know of families that have elderly dependants or young children who would greatly benefit from owning a car, but feel that they have been priced out by high COE prices. At the same time, we come across families that have three, four or five cars, which almost certainly means that they are often under-utilised."
9,DEBATE ON THE PRESIDENT'S ADDRESS,,"It is easy for us to take a pure free market perspective and say 'this is the market in action, this is the correct outcome'. But even taking an economist's point of view, one can surely argue that, on average, the economic benefit of the first car to a household is greater than the benefit of subsequent cars. So, in aggregate, I believe we would create a better outcome for society if, for a given number of cars, car ownership were spread around more evenly."
10,DEBATE ON THE PRESIDENT'S ADDRESS,,"How could one bring about a more even spread of cars? One solution would be analogous to our current policies in the housing market. Citizens looking to buy a second property pay an additional 7% stamp duty, which increases to 10% for the third or subsequent property. Could we not consider here an Additional Buyer's Car Duty (ABCD), which could be set as a percentage of the prevailing COE price, for those who wish to buy a second or third or fourth car?"
11,DEBATE ON THE PRESIDENT'S ADDRESS,,"Perhaps a simple mechanism would be to step up the multiple of the price for each COE. Property investors also face tighter restrictions on mortgages – so similar rules might be applied in the car loans market. The idea is to use these mechanisms to price some second car buyers out of the COE market, thereby lowering the price and improving affordability for first car households. There should not be a significant revenue impact as some households will pay for the privilege of buying more than one car."
12,DEBATE ON THE PRESIDENT'S ADDRESS,,"Whist this policy might not be straightforward to enforce, given that people could try to evade it, for example, by registering it under different members of the family. One solution there would be to base it on a combination of owner name and address, to close this loophole for family members living together."
13,DEBATE ON THE PRESIDENT'S ADDRESS,,"Even if enforcement is not perfect, and some households do manage to avoid paying more for their subsequent cars, that should not deter us from forging ahead with this policy if we agree that the outcome of greater distribution of car ownership is a desirable one. After all, Singapore's success is built on a history of tough policy decisions, so the difficulty of enforcement cannot be a show-stopper for us. And while this issue has been raised before, perhaps now is the time for us to act on it, given the challenges brought about by growing public perceptions of income inequality."
14,DEBATE ON THE PRESIDENT'S ADDRESS,,"The second area I would like to discuss today is the question of whether we are paying a 'fair' price for our cars. Our goal here today is not to pander to popular perception of 'profiteering' by car dealers – I recognise that costs are high and a business needs to turn a profit. Rather, my argument is that there is still room to improve transparency in car pricing."
15,DEBATE ON THE PRESIDENT'S ADDRESS,,"Can we encourage or even mandate car dealers to explicitly show a breakdown of the cost of a car, and show how much gross profit that they are making? This actually benefits both parties. If you read the online forums, there are often angry posts claiming that dealers make ""obscene"" profits of $50,000-$100,000 per vehicle, but this could reflect the fact that the public has imperfect information, and hence miss out on important cost elements in their calculation."
16,DEBATE ON THE PRESIDENT'S ADDRESS,,"Note that we are asking for information on gross, not net profits – that is, how much of the price of the car goes to pay for the cost of goods sold, including OMV, taxes, GST and other outgoings, excluding the dealer's rental and other costs. This greater clarity will help consumers make better decisions, and hopefully spur dealers to offer better deals as well!"
