,title,names,text
0,ANNUAL BUDGET STATEMENT,The Deputy Prime Minister and Minister for Finance (Mr Heng Swee Keat),"The Deputy Prime Minister and Minister for Finance (Mr Heng Swee Keat): Mr Speaker, Sir, before I move the Motion, allow me to share the journey of what you are about to hear."
1,ANNUAL BUDGET STATEMENT,,"For the last four Budget speeches, I have used two files and taken up slightly over two hours. Colleagues had been very patient, thank you."
2,ANNUAL BUDGET STATEMENT,,"This time, the major changes that we have to respond to – economic slowdown, climate change and growing uncertainties – added many pages. Then, the global climate across the world – psychological, economic – was hit by the sudden storm of a virus outbreak. So, over the past few weeks, my colleagues in Cabinet, in MOF, have been managing various fronts."
3,ANNUAL BUDGET STATEMENT,,"To support our national efforts, the Budget file grew and grew. So, today, I have three files instead of two. So, please be patient."
4,ANNUAL BUDGET STATEMENT,,"Mr Speaker, Sir. I beg to move, ""That Parliament approves the financial policy of the Government for the Financial Year 1 April 2020 to 31 March 2021."""
5,ANNUAL BUDGET STATEMENT,,"This year, we usher in a new decade – one marked by tectonic shifts in our operating environment and major uncertainties."
6,ANNUAL BUDGET STATEMENT,,Singapore's economy grew by a modest 0.7% in 2019. This is the weakest growth since the 2008 Financial Crisis.
7,ANNUAL BUDGET STATEMENT,,"Just as the global economy was beginning to recover, the Coronavirus Disease 2019, or COVID-19, outbreak hit us."
8,ANNUAL BUDGET STATEMENT,,"The outbreak will certainly impact our economy. The tourism and aviation industries are most directly affected. Visitor arrivals to Singapore and air traffic through Changi have declined, and with it, hotel occupancy rates. The virus outbreak has also disrupted supply chains and created ripple effects on other sectors, especially now that our economy is so much more integrated with China's."
9,ANNUAL BUDGET STATEMENT,,"MTI has downgraded the GDP forecast from between 0.5% and 2.5%, to between -0.5% and 1.5%. However, the duration and severity of this outbreak and the impact on the global economy are still unclear. While MTI's baseline is for GDP growth to come in at 0.5% for the full year, we must be prepared that the economic impact may be worse than we projected."
10,ANNUAL BUDGET STATEMENT,,Our immediate concern is to protect you and your families. We will put in every effort to slow down the spread of the virus.
11,ANNUAL BUDGET STATEMENT,,Our frontline agencies have been fighting and containing the outbreak. I will set aside an additional $800 million in this Budget to support these efforts. The bulk of this will go to MOH. This is on top of the substantial resources already committed each year to public health.
12,ANNUAL BUDGET STATEMENT,,"Let me, on behalf of the Government, express our gratitude to all our frontline officers who have been working tirelessly, day and night, over weekends, in our fight against the outbreak. [Applause.] You have exemplified the resilience and indomitable spirit of our people. But please take care of yourselves."
13,ANNUAL BUDGET STATEMENT,,"I am confident that together, we will stay strong and get through these trying times."
14,ANNUAL BUDGET STATEMENT,,"With these uncertainties, I know Singaporeans are understandably very concerned about the impact on our businesses and jobs."
15,ANNUAL BUDGET STATEMENT,,"I will introduce two special packages, with a total budget of $5.6 billion."
16,ANNUAL BUDGET STATEMENT,,"The first is the Stabilisation and Support Package. This will stabilise the economy and support our workers and enterprises, by helping workers to stay in their jobs and enterprises with cash flow. I will give additional help to sectors more directly affected by the outbreak."
17,ANNUAL BUDGET STATEMENT,,"Households will be impacted by the slowdown too. In every Budget, we always provide support to families. But in view of the current situation, we will have a special Care and Support Package, to provide additional, timely help to more households with cost of living. The less well-off will get more help."
18,ANNUAL BUDGET STATEMENT,,"First, let me elaborate on how we will help our workers and enterprises to weather the near-term economic uncertainties."
19,ANNUAL BUDGET STATEMENT,,"Our foremost concern is jobs. We want to help our workers retain their jobs, and use any lull period to upgrade their skills, and be ready when the upturn comes. As NTUC Secretary-General Ng Chee Meng and his union leaders said, ""Every worker matters""."
20,ANNUAL BUDGET STATEMENT,,"I will therefore provide a Stabilisation and Support Package, amounting to $4 billion."
21,ANNUAL BUDGET STATEMENT,,"To help our workers stay employed, I will support enterprises by defraying their wage cost, through two schemes."
22,ANNUAL BUDGET STATEMENT,,"I will introduce a Jobs Support Scheme to help enterprises retain their local workers. For every local worker in employment, I will offset 8% of the wages, up to a monthly wage cap of $3,600, for three months. This payment will be given to employers by the end of July this year. With over 1.9 million local employees in Singapore, this will cost the Government $1.3 billion and benefit all enterprises and their local employees."
23,ANNUAL BUDGET STATEMENT,,"For enterprises that have invested in raising productivity, I urge them to continue to upgrade and to share the gains with their workers. Hence, I will enhance the Wage Credit Scheme to support wage increases for Singaporean employees."
24,ANNUAL BUDGET STATEMENT,,"Currently, the Wage Credit Scheme co-funds wage increases for Singaporean employees earning a gross monthly wage of up to $4,000. I will raise the monthly wage ceiling from $4,000 to $5,000, for qualifying wage increases given in 2019 and 2020, so that more Singaporean employees will benefit."
25,ANNUAL BUDGET STATEMENT,,"I will also raise the Government co‑funding levels for 2019 and 2020 qualifying wage increases by five-percentage points, to 20% and 15% respectively."
