,title,names,text
0,ROAD TRAFFIC (AMENDMENT) BILL,,Debate resumed.
1,ROAD TRAFFIC (AMENDMENT) BILL,Mr Ng Chee Meng,"Mr Ng Chee Meng: Mdm Speaker, I thank the Members for their queries and suggestions. Let me try to address the many queries in turn, grouped into: autonomous vehicles, private hire cars and finally, enforcement."
2,ROAD TRAFFIC (AMENDMENT) BILL,,"Mr Sitoh Yih Pin, Mr Dennis Tan and Mr Azmoon Ahmad raised pertinent issues about autonomous vehicles (AV). As we all noted, AV technology is not yet mature. During trials, accidents are to be expected. The LTA has put in place a robust regulatory framework for AV trials to minimise the possibility of accidents."
3,ROAD TRAFFIC (AMENDMENT) BILL,,"First, AVs must demonstrate basic roadworthiness and capabilities by passing a safety assessment, before they can even be trialled on the roads."
4,ROAD TRAFFIC (AMENDMENT) BILL,,"Second, AVs developers must have robust accident mitigation plans for the trials, including having a safety driver who is trained to swiftly take control of the autonomous vehicle, whenever necessary. In answer to Mr Dennis Tan, these drivers have a Class 3 licence and they have no demerit points. This need for a safety driver can be waived after the AV developers have proven the competency of their AVs to LTA's full satisfaction of navigating our infrastructure and roads."
5,ROAD TRAFFIC (AMENDMENT) BILL,,"Third, trials are allowed to start only on lightly used roads like the one we have at one-north. When the AVs are able to demonstrate higher competencies, they will be allowed to trial in more complex environments, including some of our public roads. The proposed RTA provisions will give LTA the flexibility to impose additional requirements or amend requirements, as the need arises, because in many of these trials, there may be unforeseen circumstances. Therefore, giving LTA the flexibility is the sensible thing to do."
6,ROAD TRAFFIC (AMENDMENT) BILL,,"Mr Sitoh Yih Pin, Mr Dennis Tan, Mr Azmoon Ahmad and Mr Melvin Yong asked about the legal implications and many potential liability issues when AVs are involved in road accidents. Mr Henry Kwek also asked if the insurance industry is being consulted."
7,ROAD TRAFFIC (AMENDMENT) BILL,,"LTA is studying these complex issues together with representatives from the AV, motor, legal and insurance industries, and this is part of the work set up under MOT's Committee on Autonomous Road Transport for Singapore. This is an 18-member strong Committee comprising senior members in Singapore public agencies, public sector and some global organisations. So, it is quite an experienced Committee. In the meantime, LTA has been discussing these issues with foreign counterparts that have also similar test-beds."
8,ROAD TRAFFIC (AMENDMENT) BILL,,Page: 87
9,ROAD TRAFFIC (AMENDMENT) BILL,,"On liability, the traditional basis of claims for negligence may not work so well − as Mr Dennis Tan has said − where there is no driver in control of a vehicle. When presented with novel technologies, courts often try to draw analogies to legal constructs in other existing technologies."
10,ROAD TRAFFIC (AMENDMENT) BILL,,"In the case of AVs, the courts have autopilot systems for airplanes and autopilot navigational systems for maritime vessels, and product liability law to draw references from. As with accidents involving human-driven vehicles, it is likely that issues of liability for AVs will be resolved through proof of fault, and existing common law. We will require all test AVs to log travel data to facilitate accident investigations and liability claims."
11,ROAD TRAFFIC (AMENDMENT) BILL,,"But having said this, these are early days yet. A lot of detailed studies will have to be done, including the point raised by Mr Dennis Tan on the future framework, whether this class of vehicles requires licensing. I think this will be an area to be studied."
12,ROAD TRAFFIC (AMENDMENT) BILL,,"Mr Azmoon Ahmad and Mr Melvin Yong asked about the issue of certification. Indeed, this is the reason LTA, together with JTC Corp, in partnership with NTU, have started a Centre for Excellence for Testing and Research of Autonomous Vehicles. This organisation called CETRAN will spearhead the development of AV testing requirements."
13,ROAD TRAFFIC (AMENDMENT) BILL,,"Mr Sitoh Yih Pin asked if our road and public transport network can accommodate AVs. A key requirement of the trials initiated by LTA is that the AVs can operate on our existing roads with minimal supporting structure. Globally, the industry is also gearing towards such infrastructure-light AVs. So, the short answer is yes, the trials will guide the AVs towards infrastructure-light modifications."
