,title,names,text
0,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),Mr Cedric Foo Chee Keng (Pioneer),"Mr Cedric Foo Chee Keng (Pioneer): Madam, I beg to move, ""That the total sum to be allocated for Head U of the Estimates be reduced by $100."""
1,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"Madam, my cut is on ""An Integrated Public Service"". Our public service is indeed the envy of the world. It has done very well and I am even reminded of a story − there was a certain foreign government who wanted to buy an entire Statutory Board from Singapore."
2,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"They have done well and I commend them for it. But even Olympians can improve, as Joseph Schooling showed us last week. Therefore, in confronting a horizon that is rapidly changing, digitising and globalising, our Public Service will do well to keep an eye on the horizon and to see how we can move with the times, so that it can remain the enviable service that so many hanker for."
3,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"In the early days of nation building, each Ministry's mission was rather well-defined and each could go about its own job to achieve its mission. MND to build good flats, MINDEF to protect Singapore's sovereignty, and so forth."
4,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"Now, fast forward to today's digital and globalised age. Though the basic mission remains the same for each ministry, there are many ""horizontal factors"" that impact how each functionally-organised vertical Ministry should fulfil its mission. Such factors cut right across, sometimes, two, three or more Ministries."
5,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"Take our ageing demographic as an example. It will affect how our flats are designed, how many recruits the SAF will be able to enlist, the dependency ratio impacting retirement age, geriatric care, even burial sites, and so forth. Another horizontal factor relates to procurement. Here, the Government has the ability to leverage on scale to procure more smartly if every Ministry could pool their major procurement needs centrally."
6,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"One other area is data analytics. This is an area where collaboration can yield very good results. Through our various Government e-portals, there are valuable data sets that can be mined and put to good use to improve public service in the areas of public transport, healthcare, urban planning, and so forth."
7,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"In this fast-paced digital world, our citizens are also expecting more from the Government. They expect a single point of contact and a very highly responsive service. Would it be possible one day, and hopefully soon, for Singaporeans to hold just one secure mobile app to transact − transact meaning to apply, to be informed, to pay, to receive, and so on − with every Government department which is also linked to the private sector."
8,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,The coordination among Government Ministries and agencies to seize opportunities in this new world and to meet the challenges that confront us can produce much better outcomes than if each Ministry worked on its own.
9,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"One hallmark of Singapore's good governance has been the ability and determination to take a concerted view on how to improve Singapore for Singaporeans. It has never been about the parochial interest of a single Ministry or Government agency. This may seem obvious but such concerted whole-of-Government approach is often not present in many countries. In several of these countries, the Minister guards his turf jealously but not so in Singapore. Our founding leaders did so, and our current leaders must continue to do this, in order to secure Singapore's future for the next 50 or more years."
10,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"To support our growth, the Public Service need to work as ""One"" and also to plan for the long term, as Minister Heng Swee Keat spoke about, and even as it tends to Singapore's immediate needs."
11,COMMITTEE OF SUPPLY − HEAD U (PRIME MINISTER'S OFFICE),,"Increasingly, as our economy matures, our strategic resources like manpower, land, energy and water must be managed better for there are trade-offs when used by one Ministry versus another. Therefore, the one-dimensional approach of just having vertical silos in Ministries may not work so well. However, matrix structures which have been practised elsewhere, may also pose its own difficulties. I think, fundamentally, it boils down to the ethos and the shared value of the Public Service, that each and every one, in whichever Ministry you may be, must think of the whole and put it before its own interest. I think with that, Singapore will do well."
