,title,names,text
0,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),The Chairman,"The Chairman: Head W, Ministry of Transport. Mr Sitoh Yih Pin."
1,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Sitoh Yih Pin (Potong Pasir),"Mr Sitoh Yih Pin (Potong Pasir): Mr Chairman, I beg to move, ""That the total sum allocated for Head W of the Estimates be reduced by S$100""."
2,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Mr Chairman, in my kick-off speech for the Committee of Supply Debate for MOT, I would like to address two key developments in our transportation industry in Singapore. The first, a recent unanticipated development – the first, a recent unanticipated development, the COVID-19 outbreak and its effect on the industry; and the second, MOT's strategic long-term plan for our rail network.  "
3,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I start with the recent virus outbreak. As we know, Singapore has been under the cloud of the COVID-19 outbreak since the end of last year. "
4,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"We have been working extremely hard collectively to battle against the spread of the virus in Singapore. Our healthcare team rightfully deserves our admiration and gratitude for their efforts on the frontline, looking after patients who have fallen ill because of the virus."
5,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"However, Sir, there is also another team that has been on the frontline, bravely continuing to provide essential services to Singaporeans amid the ongoing virus outbreak. I am referring to our public transport team.  "
6,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I joined Senior Minister of State Janil Puthucheary and NTWU Executive Secretary Brother Melvin Yong last month to visit the Bedok Integrated Transport Hub and Tanah Merah MRT Station and we observed our public transport team doing their part to step up cleaning routines which are over and above their usual duties. They work very hard every day, putting themselves on the line in the fight against the virus outbreak so as to ensure that precautionary measures are taken to protect Singaporeans on our public transport network. "
7,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,I wish to take this opportunity to salute them for their efforts! 
8,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"We also know that the virus outbreak has adversely affected the entire transportation industry. Travel numbers are down, whether in the air, on water or land. Transport operators and workers are concerned not only about bottom lines but also their own health as they go about their daily work.  "
9,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,I am therefore extremely glad to see the various measures that the Government has put in place to support the transportation industry. 
10,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"To better protect our taxi and private hire car drivers from COVID-19, 300,000 surgical masks have been provided for them to offer to passengers who are unwell. Both taxi and private hire car operators have also set up temperature screening protocols for their drivers. "
11,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The Point-to-Point Support Package totaling S$77 million dollars was announced to support our drivers whose livelihoods have been adversely affected by the virus outbreak. There are three components: the Special Relief Fund (SRF), the Government and NTUC Driver Care Fund for drivers and the Waiver of the Operator Licence Fee for Point-to-Point Transport Operators.  "
12,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,Various other measures to support our aviation and marine transportation sectors were also announced at the Budget Statement earlier by Deputy Prime Minister Heng.  
