,title,names,text
0,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,Debate resumed.
1,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,Mrs Josephine Teo,"Mrs Josephine Teo:Thank you, Mr Speaker."
2,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,"In Singapore’s case, I believe the latter is better able to serve our interests and I hope members can support this view. Mr Speaker, with your permission, I would like to give my concluding remarks in Mandarin."
3,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,"(In Mandarin): [Please refer to Vernacular Speech.]  Singapore is an international hub and a multi-racial and multi-religious society. We have a good reputation, the society is stable and people generally feel safe."
4,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,"Because of these attributes, we are a prized target for terrorists. Being able to successfully attack Singapore will give terrorists significant advantage in advancing their cause and reputation, and it will be a major victory for the terrorists."
5,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,"In other cities, we have seen the impact of terrorist attacks on the public. We studied their security responses carefully. We concluded that our laws need to be strengthened."
6,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,"POSSPA will give our security forces the necessary powers to respond effectively to serious incidence which threaten public safety, such as terrorist attacks, and protect our people."
7,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,"(In English): Mr Speaker, we did not introduce this Bill in a vacuum. We did so only after studying the terrorist attacks that had taken place in other countries, and the limitations and problems they faced in dealing with the attacks. At the same time, in requesting for the special powers in the Bill, we have put in place safeguards."
8,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,"But even as we debate the extent of the special powers, let us remember that we will never really know whether our preparations go far enough, until they are put to the test in an actual incident."
9,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,"The bottom line is this: it is up to us to safeguard Singaporeans and Singapore if and when we come under a terror attack. In this, we must not fail. Mr Speaker, I beg to move."
10,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,,Question proposed.
11,PUBLIC ORDER AND SAFETY (SPECIAL POWERS) BILL,Mr Christopher de Souza (Holland-Bukit Timah),"Mr Christopher de Souza (Holland-Bukit Timah):Mr Speaker, Sir, I support this Bill because it provides our Police with the necessary powers to respond effectively to specific situations, in particular, terror attacks."
